member_casual,rideable_type,start_station_name,rides,total_rides_at_station,total_rides_at_station_by_bike_type,total_rides_by_mem_cas_bike_type,total_length_of_trip_min,total_length_of_trip_day
member,electric_bike,Elston Ave & George St,183,324,324,1319556,2546.73,1.77
member,electric_bike,Wood St & Augusta Blvd,1321,6468,2263,1319556,15816.83,10.99
member,electric_bike,Hamlin Ave & 62nd Pl,7,69,69,1319556,65.13,0.04
member,electric_bike,Wabash Ave & 83rd St,17,69,28,1319556,263.77,0.18
member,electric_bike,Woodlawn Ave & 75th St,9,69,37,1319556,89.78,0.06
member,electric_bike,Sheffield Ave & Willow St,2349,13637,3826,1319556,26712.49,18.56
member,electric_bike,Parkside Ave & Armitage Ave,14,70,70,1319556,157.98,0.11
member,electric_bike,Pulaski & Ann Lurie Pl,24,70,70,1319556,285.57,0.2
member,electric_bike,Harlem & Irving Park,110,326,326,1319556,1665.45,1.16
member,electric_bike,Prairie Ave & Garfield Blvd,266,1606,518,1319556,2697.45,1.87
member,electric_bike,Aberdeen St & Monroe St,1985,11590,3129,1319556,19855.91,13.77
member,electric_bike,Larrabee St & Armitage Ave,1821,11590,2985,1319556,19731.31,13.69
member,electric_bike,Racine Ave & 61st St,22,71,31,1319556,398.02,0.28
member,electric_bike,Washtenaw Ave & Peterson Ave,19,72,72,1319556,212.3,0.15
member,electric_bike,Western Ave & Roscoe St,466,2888,954,1319556,5916.14,4.11
member,electric_bike,Clybourn Ave & Division St,1271,7240,2013,1319556,14696.62,10.2
member,electric_bike,Harding Ave & 26th St,22,73,73,1319556,359.7,0.25
member,electric_bike,Harper Ave & 59th St,690,4937,948,1319556,6199.06,4.3
member,electric_bike,Shedd Aquarium,1045,27721,5889,1319556,21743.05,15.1
member,electric_bike,Racine Ave & 65th St,9,74,23,1319556,72.47,0.05
member,electric_bike,MLK Jr Dr & 47th St,103,842,297,1319556,2145.53,1.49
member,electric_bike,Ogden Ave & Roosevelt Rd,325,1610,570,1319556,4565.25,3.17
member,electric_bike,Avondale Ave & Irving Park Rd,580,1866,1112,1319556,7957.96,5.52
member,electric_bike,Sheridan Rd & Greenleaf Ave,342,2378,692,1319556,6181.85,4.3
member,electric_bike,Washtenaw Ave & Lawrence Ave,1105,3402,1687,1319556,16573.44,11.51
member,electric_bike,Campbell Ave & 51st St,18,75,75,1319556,176.2,0.12
member,electric_bike,North Ave & New England Ave,30,75,75,1319556,554.3,0.39
member,electric_bike,Rockwell St & 57th St,14,75,75,1319556,197.02,0.14
member,electric_bike,California Ave & Francis Pl (Temp),1059,4939,2189,1319556,14712.37,10.21
member,electric_bike,Benson Ave & Church St,1026,6219,1868,1319556,13105.62,9.1
member,electric_bike,Long Ave & North Ave,7,76,76,1319556,123.6,0.08
member,electric_bike,Western Ave & 111th St,42,332,222,1319556,710.7,0.49
member,electric_bike,Morgan St & 18th St,1253,5708,2209,1319556,16369.1,11.37
member,electric_bike,State St & Kinzie St,3818,21068,6610,1319556,48977.22,34.0
member,electric_bike,Lincoln Ave & Fullerton Ave,3638,23372,6732,1319556,39819.43,27.65
member,electric_bike,Talman Ave & Addison St,981,3405,1704,1319556,15538.86,10.79
member,electric_bike,Glenwood Ave & Morse Ave,758,4429,1492,1319556,9646.41,6.7
member,electric_bike,Financial Pl & Ida B Wells Dr,1545,8013,2579,1319556,18271.92,12.67
member,electric_bike,DuSable Lake Shore Dr & Diversey Pkwy,1917,16205,3761,1319556,27341.09,18.98
member,electric_bike,Damen Ave & 33rd St,34,78,78,1319556,495.83,0.34
member,electric_bike,Kedzie Ave & 104th St,13,78,78,1319556,326.05,0.23
member,electric_bike,Ping Tom Park (East),53,78,78,1319556,583.38,0.4
member,electric_bike,Pulaski Rd & Lake St,137,334,257,1319556,2119.05,1.47
member,electric_bike,Clark St & Elmdale Ave,639,3662,1152,1319556,9065.29,6.3
member,electric_bike,Sheridan Rd & Loyola Ave,938,4942,1741,1319556,13430.78,9.35
member,electric_bike,Commercial Ave & 100th St,4,79,43,1319556,12.22,0.01
member,electric_bike,Major Ave & Bloomingdale Ave,16,79,79,1319556,186.02,0.13
member,electric_bike,Menard Ave & Division St,11,79,79,1319556,164.85,0.11
member,electric_bike,DuSable Lake Shore Dr & Belmont Ave,2300,16975,4461,1319556,32185.45,22.36
member,electric_bike,Avenue L & 114th St,2,80,80,1319556,21.68,0.01
member,electric_bike,Komensky Ave & 55th St,14,80,80,1319556,208.12,0.14
member,electric_bike,S Aberdeen St & W 106th St,46,80,80,1319556,791.95,0.55
member,electric_bike,MLK Jr Dr & 29th St,1233,7760,1831,1319556,13286.76,9.23
member,electric_bike,Broadway & Cornelia Ave,3471,21840,6338,1319556,41888.03,29.07
member,electric_bike,Halsted St & 69th St,5,81,22,1319556,63.22,0.04
member,electric_bike,Hegewisch Metra Station,14,81,55,1319556,398.0,0.27
member,electric_bike,Spaulding Ave & 63rd St,25,81,81,1319556,356.48,0.25
member,electric_bike,St Louis Ave & Norman Bobbins Ave,12,81,81,1319556,195.07,0.14
member,electric_bike,Lincoln Ave & Balmoral Ave,225,337,337,1319556,2531.44,1.76
member,electric_bike,Drake Ave & Montrose Ave,295,1361,544,1319556,5498.85,3.81
member,electric_bike,Canal St & Harrison St,518,3409,892,1319556,5645.87,3.92
member,electric_bike,Western Ave & Division St,1573,6225,2750,1319556,27197.4,18.89
member,electric_bike,Calumet Ave & 18th St,1775,9809,2965,1319556,26786.0,18.58
member,electric_bike,Columbus Dr & Randolph St,3941,22097,6971,1319556,49825.72,34.61
member,electric_bike,Lavergne Ave & 46th St,18,82,82,1319556,410.12,0.29
member,electric_bike,Francisco Ave & Foster Ave,723,2386,1080,1319556,9533.77,6.6
member,electric_bike,Halsted St & Roosevelt Rd,905,5714,1313,1319556,8269.62,5.74
member,electric_bike,Calumet Ave & 71st St,10,83,28,1319556,157.18,0.11
member,electric_bike,Elizabeth St & 47th St,13,83,30,1319556,211.87,0.15
member,electric_bike,Springfield Ave & 47th St,26,83,83,1319556,288.7,0.2
member,electric_bike,Western Ave & 21st St,597,1875,980,1319556,9113.82,6.34
member,electric_bike,Kimball Ave & Belmont Ave,641,2643,1238,1319556,7724.29,5.38
member,electric_bike,Desplaines St & Randolph St,2388,13139,4121,1319556,23853.3,16.57
member,electric_bike,Sheffield Ave & Waveland Ave,2971,20563,6597,1319556,33337.63,23.14
member,electric_bike,Francisco Ave & 47th St,10,84,84,1319556,90.52,0.06
member,electric_bike,Lavergne Ave & Division St,11,84,84,1319556,210.49,0.15
member,electric_bike,Prospect Sq & 91st St,61,340,202,1319556,929.73,0.65
member,electric_bike,N Carpenter St & W Lake St,581,854,854,1319556,5515.91,3.82
member,electric_bike,Michigan Ave & 114th St,12,87,47,1319556,286.95,0.2
member,electric_bike,Cottage Grove Ave & 67th St,59,343,93,1319556,865.03,0.6
member,electric_bike,Kilbourn & Belden,172,343,343,1319556,3467.75,2.42
member,electric_bike,Long & Irving Park,237,599,599,1319556,3423.35,2.37
member,electric_bike,Western Ave & Walton St,1266,7767,2861,1319556,15719.59,10.92
member,electric_bike,Hale Ave & 107th St,90,344,237,1319556,1508.88,1.04
member,electric_bike,Wolcott Ave & Polk St,2690,10584,3296,1319556,29560.93,20.51
member,electric_bike,Canal St & Monroe St,2542,10840,3581,1319556,23256.07,16.15
member,electric_bike,Broadway & Sheridan Rd,2436,15192,4516,1319556,28569.1,19.84
member,electric_bike,Racine Ave & Fullerton Ave,2454,16984,4033,1319556,23625.22,16.37
member,electric_bike,Green St & Randolph St,3041,19800,5781,1319556,35425.98,24.59
member,electric_bike,Monticello Ave & Chicago Ave,36,89,89,1319556,574.35,0.4
member,electric_bike,Torrence Ave & 126th Pl,6,89,68,1319556,127.27,0.09
member,electric_bike,Kedzie Ave & Roosevelt Rd,25,345,135,1319556,323.13,0.22
member,electric_bike,Kedzie Ave & Lake St,216,857,495,1319556,3700.66,2.57
member,electric_bike,Wood St & 35th St,169,857,393,1319556,2843.26,1.98
member,electric_bike,Noble St & Milwaukee Ave,1944,10073,3210,1319556,23482.76,16.3
member,electric_bike,Wabash Ave & Adams St,1763,11097,3223,1319556,21076.14,14.62
member,electric_bike,Clark St & Randolph St,3693,17497,5941,1319556,42749.61,29.67
member,electric_bike,Wilton Ave & Belmont Ave,4315,29274,8462,1319556,46037.8,31.98
member,electric_bike,Greenwood Ave & 91st St,9,91,47,1319556,154.72,0.11
member,electric_bike,Western Ave & Ardmore Ave,38,91,91,1319556,616.53,0.43
member,electric_bike,Austin Blvd & Chicago Ave,109,347,179,1319556,2054.68,1.42
member,electric_bike,Stockton Dr & Wrightwood Ave,2519,18011,4817,1319556,33176.53,23.05
member,electric_bike,May St & Cullerton St,292,2396,706,1319556,4334.57,3.01
member,electric_bike,Halsted St & North Branch St,581,2652,1001,1319556,6622.99,4.6
member,electric_bike,Wood St & Hubbard St,980,4956,1744,1319556,12116.68,8.42
member,electric_bike,Harlem Ave & Grace St,28,93,93,1319556,552.73,0.38
member,electric_bike,Whipple/Irving Park,43,93,93,1319556,521.93,0.36
member,electric_bike,W Armitage Ave & N Sheffield Ave,976,1629,1629,1319556,9725.15,6.73
member,electric_bike,Bradley Park,7,94,51,1319556,32.57,0.02
member,electric_bike,Plainfield & Irving Park,13,94,94,1319556,270.57,0.19
member,electric_bike,Ashland Ave & Wrightwood Ave,1195,7774,2394,1319556,12076.12,8.41
member,electric_bike,Desplaines St & Kinzie St,5395,25694,8668,1319556,47127.12,32.69
member,electric_bike,Throop St & 52nd St,12,95,40,1319556,230.42,0.16
member,electric_bike,Hampden Ct & Diversey Ave,846,1375,1375,1319556,9161.86,6.34
member,electric_bike,Shields Ave & 31st St,571,3423,773,1319556,5196.67,3.6
member,electric_bike,Halsted St & Maxwell St,1749,9055,2759,1319556,18032.57,12.51
member,electric_bike,Marshfield Ave & 59th St,37,96,67,1319556,868.58,0.61
member,electric_bike,Southport Ave & Belmont Ave,1828,11360,3417,1319556,18644.35,12.94
member,electric_bike,Loomis St & Lexington St,3634,18784,4580,1319556,30512.08,21.15
member,electric_bike,WEST CHI-WATSON,9,97,97,1319556,119.77,0.08
member,electric_bike,Racine Ave & Belmont Ave,2117,15457,4456,1319556,23372.32,16.24
member,electric_bike,Lamon Ave & Chicago Ave,34,98,98,1319556,601.35,0.42
member,electric_bike,Laramie Ave & Gladys Ave,15,98,40,1319556,310.72,0.21
member,electric_bike,Artesian Ave & 55th St,29,99,99,1319556,278.78,0.19
member,electric_bike,Milwaukee Ave & Diversey Ave,52,99,99,1319556,494.66,0.35
member,electric_bike,Roscoe & Harlem,28,99,99,1319556,609.2,0.42
member,electric_bike,Indiana Ave & 40th St,176,611,310,1319556,3179.2,2.21
member,electric_bike,Racine Ave & Wrightwood Ave,1332,9315,2339,1319556,13833.53,9.63
member,electric_bike,Wood St & Milwaukee Ave,3326,17251,6254,1319556,42060.3,29.18
member,electric_bike,Rhodes Ave & 71st St,13,100,48,1319556,467.93,0.32
member,electric_bike,Kilbourn Ave & Milwaukee Ave,87,356,172,1319556,1376.42,0.96
member,electric_bike,State St & Pershing Rd,139,356,193,1319556,2652.47,1.84
member,electric_bike,Halsted St & 21st St,287,2148,675,1319556,4126.33,2.87
member,electric_bike,Halsted St & Roscoe St,4284,23908,8348,1319556,48597.18,33.76
member,electric_bike,Spaulding Ave & Armitage Ave,878,4453,1987,1319556,14917.96,10.36
member,electric_bike,Ravenswood Ave & Lawrence Ave,3617,14437,5625,1319556,35352.65,24.53
member,electric_bike,Morgan St & Lake St,3906,21093,6982,1319556,48650.1,33.8
member,electric_bike,Damen Ave & 51st St,6,102,43,1319556,60.65,0.04
member,electric_bike,Fullerton & Monitor,63,102,102,1319556,642.67,0.44
member,electric_bike,Washtenaw Ave & Polk St,52,102,102,1319556,848.3,0.59
member,electric_bike,Eberhart Ave & 61st St,89,614,387,1319556,1185.78,0.82
member,electric_bike,Spaulding Ave & Division St,634,2406,1231,1319556,9442.67,6.55
member,electric_bike,Wells St & Evergreen Ave,3921,26214,7761,1319556,40126.03,27.8
member,electric_bike,Archer Ave & 43rd St,49,103,103,1319556,646.45,0.45
member,electric_bike,Torrence Ave & 106th St,8,103,72,1319556,152.67,0.11
member,electric_bike,California Ave & 23rd Pl,226,871,347,1319556,3855.82,2.68
member,electric_bike,Valli Produce - Evanston Plaza,333,1127,610,1319556,3905.12,2.72
member,electric_bike,Lake Shore Dr & Diversey Pkwy,470,5991,1192,1319556,7431.45,5.16
member,electric_bike,Greenview Ave & Fullerton Ave,2595,13671,4419,1319556,27137.13,18.86
member,electric_bike,Ashland Ave & 66th St,29,104,67,1319556,537.32,0.38
member,electric_bike,Kildare Ave & Division St,29,104,104,1319556,396.33,0.28
member,electric_bike,Tripp Ave & 65th St,25,104,104,1319556,362.6,0.25
member,electric_bike,Kilpatrick Ave & Parker Ave,145,360,360,1319556,2021.17,1.4
member,electric_bike,Avenue O & 134th St,14,105,57,1319556,577.17,0.4
member,electric_bike,Wentworth Ave & 104th St,25,105,67,1319556,563.1,0.39
member,electric_bike,,467200,823145,823145,1319556,5754071.86,3994.88
member,electric_bike,Halsted St & 56th St,18,106,37,1319556,363.0,0.25
member,electric_bike,Keeler Ave & Roosevelt Rd,14,106,106,1319556,260.4,0.18
member,electric_bike,Ashland Ave & Division St,5252,26730,9545,1319556,63775.55,44.31
member,electric_bike,Central Park & Augusta Blvd,61,107,107,1319556,1316.75,0.92
member,electric_bike,Cicero Ave & Quincy St,19,107,58,1319556,388.82,0.27
member,electric_bike,Theater on the Lake,1946,35947,5655,1319556,35545.57,24.66
member,electric_bike,Cicero Ave & Flournoy St,28,108,44,1319556,379.05,0.26
member,electric_bike,Claremont Ave & Hirsch St,390,2924,938,1319556,5218.3,3.63
member,electric_bike,Broadway & Argyle St,1595,9580,2832,1319556,18734.96,13.02
member,electric_bike,Sedgwick St & Webster Ave,2506,16236,4658,1319556,32981.37,22.93
member,electric_bike,Eberhart Ave & 131st St,16,109,84,1319556,501.55,0.35
member,electric_bike,Kostner Ave & 63rd St,27,109,109,1319556,623.3,0.44
member,electric_bike,Maryland Ave & 104th St,29,109,109,1319556,401.61,0.28
member,electric_bike,Virginia Ave & Catalpa Ave,75,109,109,1319556,1082.92,0.75
member,electric_bike,Manor Ave & Leland Ave,764,2157,1096,1319556,10478.31,7.28
member,electric_bike,Pine Grove Ave & Waveland Ave,2674,20333,4803,1319556,34741.7,24.13
member,electric_bike,Kilbourn & Roscoe,186,366,366,1319556,3245.1,2.25
member,electric_bike,Lockwood Ave & Wrightwood Ave,182,366,366,1319556,2374.48,1.65
member,electric_bike,California Ave & 21st St,390,1390,627,1319556,6006.45,4.17
member,electric_bike,Ashland Ave & Blackhawk St,1912,11374,3785,1319556,23740.65,16.48
member,electric_bike,Clarendon Ave & Junior Ter,2302,12654,4035,1319556,28958.67,20.09
member,electric_bike,Clinton St & Washington Blvd,6457,24174,8661,1319556,61734.58,42.86
member,electric_bike,Sayre & Diversey,29,111,111,1319556,492.02,0.34
member,electric_bike,Millard Ave & 26th St,36,367,135,1319556,579.78,0.4
member,electric_bike,Hoyne Ave & Balmoral Ave,765,2415,1215,1319556,8075.05,5.6
member,electric_bike,Wells St & Polk St,2530,13423,4594,1319556,26469.09,18.4
member,electric_bike,MLK Jr Dr & 83rd St,13,112,22,1319556,373.7,0.26
member,electric_bike,Vernon Ave & 107th St,5,113,64,1319556,175.5,0.12
member,electric_bike,Walden Pkwy & 100th St,48,369,253,1319556,829.32,0.58
member,electric_bike,Winthrop Ave & Lawrence Ave,1387,7025,2539,1319556,17321.04,12.02
member,electric_bike,Lawler Ave & 50th St,48,114,114,1319556,1141.37,0.8
member,electric_bike,N Damen Ave & W Chicago Ave,74,114,114,1319556,776.95,0.54
member,electric_bike,Oketo Ave & Addison St,16,114,114,1319556,170.17,0.12
member,electric_bike,Clark St & Winnemac Ave,2785,13682,4931,1319556,31380.53,21.77
member,electric_bike,Bennett Ave & 79th St,12,115,47,1319556,165.65,0.12
member,electric_bike,California Ave & Altgeld St,1115,4467,2052,1319556,13916.51,9.67
member,electric_bike,Clarendon Ave & Gordon Ter,2614,13939,4428,1319556,33491.11,23.28
member,electric_bike,Central Park Ave & Ohio St,35,116,116,1319556,472.75,0.33
member,electric_bike,Narragansett & McLean,47,116,116,1319556,640.55,0.45
member,electric_bike,N Southport Ave & W Newport Ave,306,628,628,1319556,3227.57,2.24
member,electric_bike,Kenton Ave & Madison St,28,117,59,1319556,498.1,0.34
member,electric_bike,Sacramento Blvd & Franklin Blvd,50,373,100,1319556,833.03,0.58
member,electric_bike,State St & Chicago Ave,1041,4213,1621,1319556,14591.56,10.15
member,electric_bike,Dayton St & North Ave,2426,13173,4309,1319556,27702.23,19.23
member,electric_bike,Ashland Ave & Garfield Blvd,11,118,44,1319556,118.05,0.08
member,electric_bike,Ashland Ave & McDowell Ave,106,374,178,1319556,1712.71,1.19
member,electric_bike,Milwaukee Ave & Fullerton Ave,447,886,886,1319556,4541.07,3.16
member,electric_bike,Morgan Ave & 14th Pl,879,4982,1226,1319556,10514.64,7.3
member,electric_bike,Sheridan Rd & Buena Ave,1852,9846,3109,1319556,21769.87,15.12
member,electric_bike,Lincoln Ave & Addison St,505,3703,1112,1319556,6417.16,4.45
member,electric_bike,Altgeld Gardens,2,120,67,1319556,42.35,0.03
member,electric_bike,Lawndale Ave & 30th St,16,120,120,1319556,222.8,0.16
member,electric_bike,Phillips Ave & 83rd St,24,120,52,1319556,670.67,0.47
member,electric_bike,South Chicago Ave & 83rd St,18,120,46,1319556,240.45,0.17
member,electric_bike,Austin Blvd & Madison St,101,376,208,1319556,2378.68,1.65
member,electric_bike,Kedzie Ave & Palmer Ct,1177,4984,2068,1319556,16889.83,11.73
member,electric_bike,Blue Island Ave & 18th St,1079,6264,2218,1319556,16115.62,11.19
member,electric_bike,Lincoln Ave & Diversey Pkwy,2736,17528,4646,1319556,27118.68,18.83
member,electric_bike,Lawndale Ave & 16th St,40,121,121,1319556,402.13,0.28
member,electric_bike,Troy St & Elston Ave,609,2425,1072,1319556,9308.35,6.46
member,electric_bike,Wells St & 19th St,259,2681,573,1319556,4130.11,2.87
member,electric_bike,Damen Ave & Clybourn Ave,1166,5241,1992,1319556,14939.14,10.37
member,electric_bike,Lake Shore Dr & Wellington Ave,476,5753,1147,1319556,7680.41,5.34
member,electric_bike,Ellis Ave & 60th St,3949,24185,4734,1319556,22694.09,15.74
member,electric_bike,Ada St & 113th St,64,122,101,1319556,807.91,0.56
member,electric_bike,Kostner Ave & Lake St,11,122,61,1319556,231.7,0.16
member,electric_bike,Sacramento Ave & Pershing Rd,47,123,123,1319556,547.55,0.38
member,electric_bike,Ashland Ave & Pershing Rd,67,379,115,1319556,838.5,0.58
member,electric_bike,Museum of Science and Industry,741,5499,1372,1319556,12809.28,8.9
member,electric_bike,Elizabeth (May) St & Fulton St,1608,6523,2536,1319556,16884.77,11.74
member,electric_bike,Michigan Ave & Jackson Blvd,987,12411,2849,1319556,14447.32,10.03
member,electric_bike,Dauphin Ave & 103rd St,13,124,48,1319556,370.22,0.26
member,electric_bike,Clark St & Montrose Ave,1244,6780,2085,1319556,13757.27,9.55
member,electric_bike,Dearborn St & Erie St,5997,31356,9621,1319556,85535.19,59.4
member,electric_bike,Kilpatrick Ave & Grand Ave,28,125,125,1319556,331.13,0.23
member,electric_bike,St Louis Ave & 59th St,16,125,125,1319556,201.07,0.14
member,electric_bike,Franklin St & Adams St (Temp),2225,10621,3589,1319556,20370.1,14.13
member,electric_bike,Cicero Ave & Grace St,32,126,126,1319556,586.13,0.41
member,electric_bike,Oakley Ave & Touhy Ave,139,638,325,1319556,2002.42,1.39
member,electric_bike,State St & 33rd St,2165,10878,2585,1319556,17800.99,12.35
member,electric_bike,Ogden Ave & Congress Pkwy,815,3199,1144,1319556,10374.79,7.21
member,electric_bike,Summit Ave & 86th St,29,128,87,1319556,448.13,0.31
member,electric_bike,Kedzie Ave & George St,270,384,384,1319556,2234.98,1.55
member,electric_bike,Oglesby Ave & 100th St,26,129,69,1319556,346.92,0.24
member,electric_bike,Central Ave & Lake St,89,385,211,1319556,1239.72,0.86
member,electric_bike,Ashland Ave & Archer Ave,174,1153,423,1319556,2115.93,1.47
member,electric_bike,Rush St & Cedar St,3738,20865,6624,1319556,42635.91,29.64
member,electric_bike,Michigan Ave & 71st St,13,130,70,1319556,211.63,0.15
member,electric_bike,Clark St & Lunt Ave,897,2946,1434,1319556,9150.85,6.35
